sinh(-2*x)	-2*x - 4*x**3/3
-(4*x**2-9)*sin(3*x**3/6)-ln(5*x**3/8)/cosh(-8*x**2+2)	3*log(2)/cosh(2) - log(5)/cosh(2) - 3*log(x)/cosh(2) + x**2*(-24*log(x)*sinh(2)/cosh(2)**2 - 8*log(5)*sinh(2)/cosh(2)**2 + 24*log(2)*sinh(2)/cosh(2)**2) + 9*x**3/2 + x**4*(-192*log(x)*sinh(2)**2/cosh(2)**3 + 96*log(x)/cosh(2) - 64*log(5)*sinh(2)**2/cosh(2)**3 - 96*log(2)/cosh(2) + 32*log(5)/cosh(2) + 192*log(2)*sinh(2)**2/cosh(2)**3)
(8*x**2+1)*tanh(9*x-8)-cos(-8*x/2)/exp(-9*x)	-tanh(8) - 1 - 9*x*tanh(8)**2 + x**2*(-81*tanh(8)**3 - 65/2 + 73*tanh(8)) + x**3*(-729*tanh(8)**4 - 441/2 + 900*tanh(8)**2) + x**4*(-6561*tanh(8)**5 - 3726*tanh(8) + 959/24 + 10287*tanh(8)**3)
cos(-6*x+2)+(5*x+6)*exp(3*x**3/2)/(6*x/3)*cos(7*x**3+7)	3*cos(7)/x + 5*cos(7)/2 + cos(2) + 6*x*sin(2) + x**2*(-21*sin(7) + 9*cos(7)/2 - 18*cos(2)) + x**3*(-36*sin(2) - 35*sin(7)/2 + 15*cos(7)/4) + 54*x**4*cos(2)
-(8*x**3-2)*exp(6*x+5)-(9*x**2-1)*tan(-3*x+8)	2*exp(5) + tan(8) + x*(-3*tan(8)**2 - 3 + 12*exp(5)) + x**2*(9*tan(8)**3 + 36*exp(5)) + x**3*(-27*tan(8)**4 - 9*tan(8)**2 + 18 + 64*exp(5)) + x**4*(81*tan(8)**5 + 54*tan(8)**3 - 27*tan(8) + 60*exp(5))
-(8*x)*sinh(2*x**3+1)+exp(4*x**3/7)	1 - 8*x*sinh(1) + 4*x**3/7 - 16*x**4*cosh(1)
sinh(5*x**2+8)+sin(3*x**3/3)	sinh(8) + 5*x**2*cosh(8) + x**3 + 25*x**4*sinh(8)/2
sin(-6*x**3+3)-(4*x**2/2)*cosh(5*x+5)/(8*x**2)*tan(7*x**3/3)	sin(3) + x**3*(-7*cosh(5)/12 - 6*cos(3)) - 35*x**4*sinh(5)/12
-(5*x**3+3)*cos(7*x**2/5)	-3 - 5*x**3 + 147*x**4/50
exp(6*x**3+2)-sinh(2*x**3-3)	sinh(3) + exp(2) + x**3*(-2*cosh(3) + 6*exp(2))
(9*x**3+3)*sin(4*x**2/2)/(5*x/5)*cosh(-8*x**2-5)	6*x*cosh(5) + 48*x**3*sinh(5) + 18*x**4*cosh(5)
(7*x**2/2)*cosh(8*x)/(2*x**2+3)*exp(4*x**3+5)	7*x**2*exp(5)/6 + 329*x**4*exp(5)/9
exp(8*x**2/7)-exp(-2*x**3-9)	1 - exp(-9) + 8*x**2/7 + 2*x**3*exp(-9) + 32*x**4/49
(3*x**2-7)*exp(-3*x+7)+cos(2*x**2+2)	cos(2) - 7*exp(7) + 21*x*exp(7) + x**2*(-57*exp(7)/2 - 2*sin(2)) + 45*x**3*exp(7)/2 + x**4*(-81*exp(7)/8 - 2*cos(2))
sinh(4*x/3)+sin(-9*x**3+8)/(2*x-4)*exp(6*x**3/9)	-sin(8)/4 + x*(4/3 - sin(8)/8) - x**2*sin(8)/16 + x**3*(9*cos(8)/4 - 19*sin(8)/96 + 32/81) + x**4*(9*cos(8)/8 - 19*sin(8)/192)
exp(9*x**2/4)+exp(-8*x+2)+(5*x**3/4)*exp(9*x+2)	exp(2) + 1 - 8*x*exp(2) + x**2*(9/4 + 32*exp(2)) - 1009*x**3*exp(2)/12 + x**4*(81/32 + 2183*exp(2)/12)
-(8*x**3-4)*exp(-8*x/5)/(2*x**3+7)*tanh(8*x+8)	4*tanh(8)/7 + x*(-32*tanh(8)**2/7 - 32*tanh(8)/35 + 32/7) + x**2*(-896*tanh(8)/25 - 256/35 + 256*tanh(8)**2/35 + 256*tanh(8)**3/7) + x**3*(-2048*tanh(8)**4/7 - 48128/525 - 2048*tanh(8)**3/35 + 1044032*tanh(8)/18375 + 201728*tanh(8)**2/525) + x**4*(-2023424*tanh(8)**3/525 - 11219456*tanh(8)**2/18375 + 2617856/18375 + 16384*tanh(8)**4/35 + 139265536*tanh(8)/91875 + 16384*tanh(8)**5/7)
(6*x+3)*sin(-5*x/2)/exp(-2*x**3+3)	-15*x*exp(-3)/2 - 15*x**2*exp(-3) + 125*x**3*exp(-3)/16 + 5*x**4*exp(-3)/8
(8*x/4)*sinh(9*x**3/9)	2*x**4
(8*x-7)*ln(3*x**2/3)/(7*x**3+9)*cos(-9*x**3+4)	-14*log(x)*cos(4)/9 + 16*x*log(x)*cos(4)/9 + x**3*(98*log(x)*cos(4)/81 - 14*log(x)*sin(4)) + x**4*(16*log(x)*sin(4) - 112*log(x)*cos(4)/81)
(9*x**3/5)*exp(4*x/6)	9*x**3/5 + 6*x**4/5
-tan(-5*x**3+6)-tan(-3*x-9)/(9*x**2-6)*sin(5*x**2-1)	-tan(6) + sin(1)*tan(9)/6 + x*(sin(1)*tan(9)**2/2 + sin(1)/2) + x**2*(7*sin(1)*tan(9)/4 + 3*sin(1)*tan(9)**3/2 - 5*cos(1)*tan(9)/6) + x**3*(-5*cos(1)/2 - 5*cos(1)*tan(9)**2/2 + 9*sin(1)*tan(9)**4/2 + 5*tan(6)**2 + 27*sin(1)*tan(9)**2/4 + 9*sin(1)/4 + 5) + x**4*(229*sin(1)*tan(9)/24 + 99*sin(1)*tan(9)**3/4 + 27*sin(1)*tan(9)**5/2 - 15*cos(1)*tan(9)**3/2 - 35*cos(1)*tan(9)/4)
-(4*x**3-5)*ln(6*x**2+6)	5*log(6) + 5*x**2 - 4*x**3*log(6) - 5*x**4/2
(5*x+8)*exp(7*x+7)+(6*x-5)*cosh(6*x**3-3)-sinh(-4*x**2-5)	8*exp(7) + sinh(5) - 5*cosh(3) + x*(6*cosh(3) + 61*exp(7)) + x**2*(4*cosh(5) + 231*exp(7)) + x**3*(30*sinh(3) + 3479*exp(7)/6) + x**4*(-36*sinh(3) + 8*sinh(5) + 6517*exp(7)/6)
exp(-5*x**2+9)	exp(9) - 5*x**2*exp(9) + 25*x**4*exp(9)/2
(5*x**3/5)*cosh(-8*x**3-3)	x**3*cosh(3)
(9*x**3-7)*exp(-2*x+2)+cos(-6*x/7)	1 - 7*exp(2) + 14*x*exp(2) + x**2*(-14*exp(2) - 18/49) + 55*x**3*exp(2)/3 + x**4*(54/2401 - 68*exp(2)/3)
tanh(4*x/6)-sinh(-5*x**3-3)/tan(4*x+8)	sinh(3)/tan(8) + x*((-4/tan(8) - 4*tan(8))*sinh(3)/tan(8) + 2/3) + x**2*(-16*tan(8)**2 - 16 + (4*tan(8) + 4/tan(8))**2)*sinh(3)/tan(8) + x**3*((2*(16 + 16*tan(8)**2)*(4*tan(8) + 4/tan(8)) - 64/(3*tan(8)) - 256*tan(8)/3 - 64*tan(8)**3 - (4*tan(8) + 4/tan(8))**3)*sinh(3)/tan(8) + 5*cosh(3)/tan(8) - 8/81) + x**4*((-3*(16 + 16*tan(8)**2)*(4*tan(8) + 4/tan(8))**2 - 256*tan(8)**4 - 1280*tan(8)**2/3 - 512/3 + (16 + 16*tan(8)**2)**2 + (4*tan(8) + 4/tan(8))**4 + 2*(4*tan(8) + 4/tan(8))*(64*tan(8)**3 + 256*tan(8)/3 + 64/(3*tan(8))))*sinh(3)/tan(8) + 5*(-4/tan(8) - 4*tan(8))*cosh(3)/tan(8))
-cos(-6*x-3)	-cos(3) + 6*x*sin(3) + 18*x**2*cos(3) - 36*x**3*sin(3) - 54*x**4*cos(3)
-(2*x)*exp(-6*x+9)-sinh(-2*x**2-7)-(9*x+3)*tan(-7*x-7)	sinh(7) + 3*tan(7) + x*(-2*exp(9) + 9*tan(7) + 21*tan(7)**2 + 21) + x**2*(63*tan(7)**2 + 63 + 147*tan(7)**3 + 147*tan(7) + 2*cosh(7) + 12*exp(9)) + x**3*(-36*exp(9) + 441*tan(7)**3 + 343 + 441*tan(7) + 1029*tan(7)**4 + 1372*tan(7)**2) + x**4*(1029 + 2*sinh(7) + 3087*tan(7)**4 + 4116*tan(7)**2 + 7203*tan(7)**5 + 4802*tan(7) + 12005*tan(7)**3 + 72*exp(9))
(5*x**2+5)*cosh(7*x**2-2)-sinh(-3*x+8)/cosh(-2*x**2-2)	5*cosh(2) - sinh(8)/cosh(2) + 3*x*cosh(8)/cosh(2) + x**2*(-9*sinh(8)/(2*cosh(2)) - 35*sinh(2) + 5*cosh(2) + 2*sinh(2)*sinh(8)/cosh(2)**2) + x**3*(-6*sinh(2)*cosh(8)/cosh(2)**2 + 9*cosh(8)/(2*cosh(2))) + x**4*(-27*sinh(8)/(8*cosh(2)) - (-2 + 4*sinh(2)**2/cosh(2)**2)*sinh(8)/cosh(2) - 35*sinh(2) + 245*cosh(2)/2 + 9*sinh(2)*sinh(8)/cosh(2)**2)
-exp(2*x-8)	-exp(-8) - 2*x*exp(-8) - 2*x**2*exp(-8) - 4*x**3*exp(-8)/3 - 2*x**4*exp(-8)/3
tan(5*x**3-4)+tan(5*x**2)	-tan(4) + 5*x**2 + x**3*(5 + 5*tan(4)**2)
(8*x**3+1)*exp(5*x**2/4)/(4*x**3-7)*sinh(6*x**3-9)-(4*x**2+7)*exp(-8*x/4)	sinh(9)/7 - 7 + 14*x + x**2*(-18 + 5*sinh(9)/28) + x**3*(-6*cosh(9)/7 + 52/3 + 60*sinh(9)/49) + x**4*(-38/3 + 25*sinh(9)/224)
tan(-5*x+1)-exp(-5*x/9)	tan(1) - 1 + x*(-5*tan(1)**2 - 40/9) + x**2*(-25/162 + 25*tan(1) + 25*tan(1)**3) + x**3*(-125*tan(1)**4 - 500*tan(1)**2/3 - 182125/4374) + x**4*(-625/157464 + 1250*tan(1)/3 + 3125*tan(1)**3/3 + 625*tan(1)**5)
(3*x**3/9)*exp(5*x**2/6)	x**3/3
tan(-5*x**2-6)+tan(-4*x/6)	-tan(6) - 2*x/3 + x**2*(-5 - 5*tan(6)**2) - 8*x**3/81 + x**4*(-25*tan(6)**3 - 25*tan(6))
exp(-6*x/2)	1 - 3*x + 9*x**2/2 - 9*x**3/2 + 27*x**4/8
(6*x**3/6)*cos(9*x+9)-cosh(-9*x**2-6)	-cosh(6) - 9*x**2*sinh(6) + x**3*cos(9) + x**4*(-81*cosh(6)/2 - 9*sin(9))
cos(-7*x**2/7)/sinh(4*x**2-9)+cos(9*x-3)	-1/sinh(9) + cos(3) + 9*x*sin(3) + x**2*(-4*cosh(9)/sinh(9)**2 - 81*cos(3)/2) - 243*x**3*sin(3)/2 + x**4*(2187*cos(3)/8 - (-8 + 16*cosh(9)**2/sinh(9)**2)/sinh(9) + 1/(2*sinh(9)))
ln(3*x**2/2)	2*log(x) + log(3/2)
(4*x**2/3)*exp(-5*x**3+5)	4*x**2*exp(5)/3
(6*x**2+1)*ln(3*x**2+6)	log(6) + x**2*(1/2 + 6*log(6)) + 23*x**4/8
-(6*x**2-2)*ln(3*x+2)/(9*x**2/9)*exp(-5*x/9)-(4*x**3/4)*sin(5*x/7)	2*log(2)/x**2 + (3 - 10*log(2)/9)/x - 47/12 - 461*log(2)/81 + x*(-136/27 + 7165*log(2)/2187) + x**2*(175795/23328 - 72275*log(2)/78732) + x**3*(-7371109/1049760 + 120875*log(2)/708588) + x**4*(9885145/1653372 - 908125*log(2)/38263752)
-(6*x**2+7)*cosh(-6*x-6)+(3*x+7)*sinh(9*x**2-8)+sinh(-9*x**2-3)	-sinh(3) - 7*cosh(6) - 7*sinh(8) + x*(-42*sinh(6) - 3*sinh(8)) + x**2*(-132*cosh(6) - 9*cosh(3) + 63*cosh(8)) + x**3*(-288*sinh(6) + 27*cosh(8)) + x**4*(-567*sinh(8)/2 - 486*cosh(6) - 81*sinh(3)/2)
cosh(4*x**2+2)	cosh(2) + 4*x**2*sinh(2) + 8*x**4*cosh(2)
-tan(-3*x**2+3)/tan(-3*x)	tan(3)/(3*x) + x*(-1 - tan(3)**2 - tan(3)) + x**3*(12*tan(3)/5 + 3*tan(3)**3 + 3*tan(3)**2 + 3)
-exp(-5*x**2-8)	-exp(-8) + 5*x**2*exp(-8) - 25*x**4*exp(-8)/2
-exp(-4*x**2+9)+(9*x)*exp(-5*x-7)/tanh(-9*x**2+3)	-exp(9) + 9*x*exp(-7)/tanh(3) + x**2*(-45*exp(-7)/tanh(3) + 4*exp(9)) + x**3*(9*(-9*tanh(3) + 9/tanh(3))*exp(-7)/tanh(3) + 225*exp(-7)/(2*tanh(3))) + x**4*(-8*exp(9) - 375*exp(-7)/(2*tanh(3)) - 45*(-9*tanh(3) + 9/tanh(3))*exp(-7)/tanh(3))
tanh(-5*x**3+8)/(3*x**2-4)*exp(-7*x**3+9)/cosh(3*x**3/8)	-exp(9)*tanh(8)/4 - 3*x**2*exp(9)*tanh(8)/16 + x**3*(-5*exp(9)*tanh(8)**2/4 + 5*exp(9)/4 + 7*exp(9)*tanh(8)/4) - 9*x**4*exp(9)*tanh(8)/64
exp(9*x**2)-exp(-5*x+7)+(4*x-1)*sinh(3*x**2/3)	1 - exp(7) + 5*x*exp(7) + x**2*(8 - 25*exp(7)/2) + x**3*(4 + 125*exp(7)/6) + x**4*(81/2 - 625*exp(7)/24)
-sin(-7*x**2/7)	x**2
ln(3*x**3+6)/cos(2*x**2+1)-(8*x+1)*sinh(-4*x**3/9)	log(6)/cos(1) + 2*x**2*log(6)*sin(1)/cos(1)**2 + x**3*(4/9 + 1/(2*cos(1))) + x**4*(32/9 + (2 + 4*sin(1)**2/cos(1)**2)*log(6)/cos(1))
-(9*x**3-5)*cosh(-5*x**2/2)-cosh(-3*x**2-6)	5 - cosh(6) - 3*x**2*sinh(6) - 9*x**3 + x**4*(125/8 - 9*cosh(6)/2)
exp(9*x**3/5)	1 + 9*x**3/5
-(3*x**2-8)*exp(-3*x**3/4)/(2*x**2-5)*tan(5*x**2-6)-tan(6*x**3)	8*tan(6)/5 + x**2*(-8 - 8*tan(6)**2 + tan(6)/25) + x**3*(-6 - 6*tan(6)/5) + x**4*(5002*tan(6)/125 + 40*tan(6)**3 - 1/5 - tan(6)**2/5)
exp(-2*x**3+7)/exp(-4*x-7)	exp(14) + 4*x*exp(14) + 8*x**2*exp(14) + 26*x**3*exp(14)/3 + 8*x**4*exp(14)/3
cos(6*x-4)+(8*x**3-8)*sin(4*x-6)-exp(-9*x**2+9)	cos(4) + 8*sin(6) - exp(9) + x*(-32*cos(6) + 6*sin(4)) + x**2*(-18*cos(4) - 64*sin(6) + 9*exp(9)) + x**3*(-8*sin(6) - 36*sin(4) + 256*cos(6)/3) + x**4*(-81*exp(9)/2 + 54*cos(4) + 256*sin(6)/3 + 32*cos(6))
-tan(-4*x**3/9)/exp(7*x**3+3)/sin(-4*x**3-5)	-4*x**3*exp(-3)/(9*sin(5))
-(9*x**2/7)*exp(-6*x**2)-(4*x**3-6)*exp(-2*x**3-8)+(8*x**2-9)*exp(-4*x**2-2)	6*exp(-8) - 9*exp(-2) + x**2*(-9/7 + 44*exp(-2)) - 16*x**3*exp(-8) + x**4*(54/7 - 104*exp(-2))
-exp(4*x**3-2)+exp(9*x**2+1)	E - exp(-2) + 9*E*x**2 - 4*x**3*exp(-2) + 81*E*x**4/2
-(5*x**2+2)*sinh(2*x**3-4)/exp(-6*x**2/5)	2*sinh(4) + 37*x**2*sinh(4)/5 - 4*x**3*cosh(4) + 186*x**4*sinh(4)/25
exp(8*x**2/9)/cosh(-7*x-8)	1/cosh(8) - 7*x*sinh(8)/cosh(8)**2 + x**2*(8/(9*cosh(8)) + (-49/2 + 49*sinh(8)**2/cosh(8)**2)/cosh(8)) + x**3*((-343*sinh(8)**3/cosh(8)**3 + 1715*sinh(8)/(6*cosh(8)))/cosh(8) - 56*sinh(8)/(9*cosh(8)**2)) + x**4*(32/(81*cosh(8)) + 8*(-49/2 + 49*sinh(8)**2/cosh(8)**2)/(9*cosh(8)) + (-16807*sinh(8)**2/(6*cosh(8)**2) + 12005/24 + 2401*sinh(8)**4/cosh(8)**4)/cosh(8))
-(6*x-7)*sin(5*x**2/5)	7*x**2 - 6*x**3
exp(-2*x**2+5)+cosh(7*x/6)	exp(5) + 1 + x**2*(49/72 - 2*exp(5)) + x**4*(2401/31104 + 2*exp(5))
-tanh(2*x**3-2)/(3*x+2)*sinh(7*x**2-9)	-sinh(9)*tanh(2)/2 + 3*x*sinh(9)*tanh(2)/4 + x**2*(-9*sinh(9)*tanh(2)/8 + 7*cosh(9)*tanh(2)/2) + x**3*(-21*cosh(9)*tanh(2)/4 - sinh(9)*tanh(2)**2 + sinh(9) + 27*sinh(9)*tanh(2)/16) + x**4*(-473*sinh(9)*tanh(2)/32 - 3*sinh(9)/2 + 3*sinh(9)*tanh(2)**2/2 + 63*cosh(9)*tanh(2)/8)
-sin(6*x**3+4)-(2*x**3/9)*sinh(4*x**3+4)+(2*x**2/3)*sinh(3*x**2-5)	-sin(4) - 2*x**2*sinh(5)/3 + x**3*(-2*sinh(4)/9 - 6*cos(4)) + 2*x**4*cosh(5)
-exp(-2*x**2-2)/exp(9*x+8)	-exp(-10) + 9*x*exp(-10) - 77*x**2*exp(-10)/2 + 207*x**3*exp(-10)/2 - 1555*x**4*exp(-10)/8
(7*x**3)*ln(-6*x+3)+(2*x**2+5)*sin(-5*x**2-7)	-5*sin(7) + x**2*(-25*cos(7) - 2*sin(7)) + 7*x**3*log(3) + x**4*(-14 - 10*cos(7) + 125*sin(7)/2)
sinh(-4*x**3-8)+cos(-7*x**2/6)	1 - sinh(8) - 4*x**3*cosh(8) - 49*x**4/72
-tan(-9*x/7)/(7*x**3-5)*exp(6*x**3-9)-exp(-9*x**2-1)	-exp(-1) - 9*x*exp(-9)/35 + 9*x**2*exp(-1) - 243*x**3*exp(-9)/1715 + x**4*(-81*exp(-1)/2 - 333*exp(-9)/175)
(8*x-6)*cos(-9*x+1)	-6*cos(1) + x*(-54*sin(1) + 8*cos(1)) + x**2*(72*sin(1) + 243*cos(1)) + x**3*(-324*cos(1) + 729*sin(1)) + x**4*(-6561*cos(1)/4 - 972*sin(1))
-cosh(3*x**2)	-1 - 9*x**4/2
-(3*x**3-8)*sin(-9*x+6)+(3*x**3+7)*tan(3*x**3+1)-(9*x**2-3)*tanh(-6*x**3+6)	7*tan(1) + 3*tanh(6) + 8*sin(6) - 72*x*cos(6) + x**2*(-9*tanh(6) - 324*sin(6)) + x**3*(-3*sin(6) + 3 + 3*tan(1) + 18*tanh(6)**2 + 21*tan(1)**2 + 972*cos(6)) + x**4*(2187*sin(6) + 27*cos(6))
exp(4*x**3-7)/ln(6*x**3+1)-tan(-7*x**3+5)	exp(-7)/(6*x**3) - tan(5) + 7*exp(-7)/6 + x**3*(17*exp(-7)/6 + 7 + 7*tan(5)**2)
(5*x-3)*exp(-6*x**2+1)+exp(-6*x**3/8)/(2*x**3-2)*tanh(4*x**3+1)	-tanh(1)/2 - 3*E + 5*E*x + 18*E*x**2 + x**3*(-30*E - 2 - tanh(1)/8 + 2*tanh(1)**2) - 54*E*x**4
(2*x+4)*exp(9*x+2)/cos(-3*x**2-8)+sinh(-2*x**3+9)	sinh(9) + 4*exp(2)/cos(8) + 38*x*exp(2)/cos(8) + x**2*(180*exp(2)/cos(8) + 12*exp(2)*sin(8)/cos(8)**2) + x**3*(567*exp(2)/cos(8) - 2*cosh(9) + 114*exp(2)*sin(8)/cos(8)**2) + x**4*(4*(9/2 + 9*sin(8)**2/cos(8)**2)*exp(2)/cos(8) + 2673*exp(2)/(2*cos(8)) + 540*exp(2)*sin(8)/cos(8)**2)
-cos(-2*x**3/9)/(3*x**3+8)*exp(-7*x**2-9)	-exp(-9)/8 + 7*x**2*exp(-9)/8 + 3*x**3*exp(-9)/64 - 49*x**4*exp(-9)/16
exp(-8*x**2-4)-tan(6*x**3-6)+(9*x+7)*cos(-9*x**3+1)	7*cos(1) + exp(-4) + tan(6) + 9*x*cos(1) - 8*x**2*exp(-4) + x**3*(-6 - 6*tan(6)**2 + 63*sin(1)) + x**4*(32*exp(-4) + 81*sin(1))
-(4*x-9)*exp(-3*x**3-9)	9*exp(-9) - 4*x*exp(-9) - 27*x**3*exp(-9) + 12*x**4*exp(-9)
(4*x**3-7)*cosh(-9*x/4)+(5*x/6)*exp(-4*x**2+2)-(6*x/6)*sinh(7*x-8)	-7 + x*(5*exp(2)/6 + sinh(8)) + x**2*(-7*cosh(8) - 567/32) + x**3*(-10*exp(2)/3 + 4 + 49*sinh(8)/2) + x**4*(-343*cosh(8)/6 - 15309/2048)
(6*x**2+1)*exp(7*x**3-4)-(3*x+1)*sin(-8*x**3+4)/(9*x-1)*exp(-8*x**3-7)	exp(-4) + exp(-7)*sin(4) + 12*x*exp(-7)*sin(4) + x**2*(108*exp(-7)*sin(4) + 6*exp(-4)) + x**3*(964*exp(-7)*sin(4) - 8*exp(-7)*cos(4) + 7*exp(-4)) + x**4*(8652*exp(-7)*sin(4) - 96*exp(-7)*cos(4))
sinh(-7*x**3/4)	-7*x**3/4
(9*x/5)*exp(-7*x**2+5)/tan(-6*x+6)-sinh(-3*x**3-8)	sinh(8) + 9*x*exp(5)/(5*tan(6)) + 9*x**2*(6/tan(6) + 6*tan(6))*exp(5)/(5*tan(6)) + x**3*(9*(-36 - 36*tan(6)**2 + (-6*tan(6) - 6/tan(6))**2)*exp(5)/(5*tan(6)) + 3*cosh(8) - 63*exp(5)/(5*tan(6))) + x**4*(-63*(6/tan(6) + 6*tan(6))*exp(5)/(5*tan(6)) + 9*(-(-6*tan(6) - 6/tan(6))**3 + 72/tan(6) + 288*tan(6) + 216*tan(6)**3 + 2*(-6*tan(6) - 6/tan(6))*(36*tan(6)**2 + 36))*exp(5)/(5*tan(6)))
sinh(-4*x**2)/(9*x-2)*tan(2*x+9)	2*x**2*tan(9) + x**3*(9*tan(9) + 4*tan(9)**2 + 4) + x**4*(97*tan(9)/2 + 8*tan(9)**3 + 18*tan(9)**2 + 18)
exp(3*x/7)	1 + 3*x/7 + 9*x**2/98 + 9*x**3/686 + 27*x**4/19208
-(7*x**2/5)*exp(4*x**3+8)	-7*x**2*exp(8)/5
-cosh(8*x+3)	-cosh(3) - 8*x*sinh(3) - 32*x**2*cosh(3) - 256*x**3*sinh(3)/3 - 512*x**4*cosh(3)/3
-(4*x**2/2)*tanh(4*x+1)-(5*x**2-3)*tan(5*x-2)-(2*x**2-1)*exp(3*x**2/9)	-3*tan(2) + 1 + x*(15 + 15*tan(2)**2) + x**2*(-5/3 - 2*tanh(1) - 70*tan(2) - 75*tan(2)**3) + x**3*(8*tanh(1)**2 + 92 + 475*tan(2)**2 + 375*tan(2)**4) + x**4*(-32*tanh(1)**3 - 11/18 + 32*tanh(1) - 1125*tan(2) - 3000*tan(2)**3 - 1875*tan(2)**5)
(9*x-5)*tanh(6*x**3/6)	-5*x**3 + 9*x**4
cosh(6*x/2)	1 + 9*x**2/2 + 27*x**4/8
exp(-3*x**2/6)/tan(5*x**2-8)/sinh(-4*x**2/7)	7/(4*x**2*tan(8)) + 7*(5*tan(8) + 5/tan(8))/(4*tan(8)) - 7/(8*tan(8)) + x**2*(7*(-25*tan(8)**2 - 25 + (-5/tan(8) - 5*tan(8))**2)/(4*tan(8)) - 7*(5*tan(8) + 5/tan(8))/(8*tan(8)) + 83/(672*tan(8))) + x**4*(5/(448*tan(8)) + 83*(5*tan(8) + 5/tan(8))/(672*tan(8)) - 7*(-25*tan(8)**2 - 25 + (-5/tan(8) - 5*tan(8))**2)/(8*tan(8)) + 7*(-(-5/tan(8) - 5*tan(8))**3 + 125*tan(8)**3 + 500*tan(8)/3 + 125/(3*tan(8)) + 2*(25 + 25*tan(8)**2)*(-5/tan(8) - 5*tan(8)))/(4*tan(8)))
exp(-2*x**2-7)-(7*x**2+7)*sinh(3*x**2+6)/(6*x/8)*cos(3*x**2-4)	-28*cos(4)*sinh(6)/(3*x) + exp(-7) + x*(-28*cos(4)*sinh(6)/3 - 28*cos(4)*cosh(6) - 28*sin(4)*sinh(6)) - 2*x**2*exp(-7) + x**3*(-28*cos(4)*cosh(6) - 28*sin(4)*sinh(6) - 84*sin(4)*cosh(6)) + 2*x**4*exp(-7)
(2*x**2-2)*cosh(-5*x**2/6)+exp(5*x**3/6)-sinh(-4*x+4)	-1 - sinh(4) + 4*x*cosh(4) + x**2*(2 - 8*sinh(4)) + x**3*(5/6 + 32*cosh(4)/3) + x**4*(-32*sinh(4)/3 - 25/36)
-(7*x**2-2)*cos(5*x+2)	2*cos(2) - 10*x*sin(2) - 32*x**2*cos(2) + 230*x**3*sin(2)/3 + 1675*x**4*cos(2)/12
exp(-4*x**3-8)+(9*x**3-4)*exp(6*x**2/7)	exp(-8) - 4 - 24*x**2/7 + x**3*(9 - 4*exp(-8)) - 72*x**4/49
(2*x+8)*exp(-5*x**3/3)/exp(4*x/5)	8 - 22*x/5 + 24*x**2/25 - 1672*x**3/125 + 4562*x**4/625
tanh(4*x**2/8)-exp(7*x/9)+sin(4*x**3+7)	sin(7) - 1 - 7*x/9 + 16*x**2/81 + x**3*(-343/4374 + 4*cos(7)) - 2401*x**4/157464
tanh(8*x-1)+cosh(7*x**2/7)	1 - tanh(1) + x*(8 - 8*tanh(1)**2) + x**2*(-64*tanh(1)**3 + 64*tanh(1)) + x**3*(-512*tanh(1)**4 - 512/3 + 2048*tanh(1)**2/3) + x**4*(-8192*tanh(1)/3 - 4096*tanh(1)**5 + 1/2 + 20480*tanh(1)**3/3)
-sin(7*x-5)+exp(2*x+8)	exp(8) + sin(5) + x*(-7*cos(5) + 2*exp(8)) + x**2*(-49*sin(5)/2 + 2*exp(8)) + x**3*(343*cos(5)/6 + 4*exp(8)/3) + x**4*(2401*sin(5)/24 + 2*exp(8)/3)
(6*x**2+8)*cosh(4*x**2-5)+(4*x**3-3)*cos(-4*x+4)-tan(8*x**3+5)	8*cosh(5) - tan(5) - 3*cos(4) - 12*x*sin(4) + x**2*(-32*sinh(5) + 24*cos(4) + 6*cosh(5)) + x**3*(-8*tan(5)**2 + 32*sin(4) - 8 + 4*cos(4)) + x**4*(-24*sinh(5) + 16*sin(4) - 32*cos(4) + 64*cosh(5))
(7*x**2-4)*tan(7*x**2-2)	4*tan(2) + x**2*(-28*tan(2)**2 - 28 - 7*tan(2)) + x**4*(196*tan(2)**3 + 196*tan(2) + 49 + 49*tan(2)**2)
-(3*x**3+4)*exp(7*x**3/3)+(2*x+6)*sin(-3*x-5)/(4*x-7)*exp(2*x-6)	6*exp(-6)*sin(5)/7 - 4 + x*(122*exp(-6)*sin(5)/49 + 18*exp(-6)*cos(5)/7) + x**2*(-51*exp(-6)*sin(5)/343 + 366*exp(-6)*cos(5)/49) + x**3*(-37/3 + 2493*exp(-6)*cos(5)/343 - 17697*exp(-6)*sin(5)/2401) + x**4*(711*exp(-6)*cos(5)/2401 - 2148397*exp(-6)*sin(5)/201684)
-tan(6*x**2-9)	tan(9) + x**2*(-6 - 6*tan(9)**2) + x**4*(36*tan(9) + 36*tan(9)**3)
exp(-7*x-3)-(4*x**2)*cos(5*x-6)	exp(-3) - 7*x*exp(-3) + x**2*(-4*cos(6) + 49*exp(-3)/2) + x**3*(-343*exp(-3)/6 - 20*sin(6)) + x**4*(2401*exp(-3)/24 + 50*cos(6))
-sin(-8*x-1)	sin(1) + 8*x*cos(1) - 32*x**2*sin(1) - 256*x**3*cos(1)/3 + 512*x**4*sin(1)/3
